"club_id","club_name","city","state","country","address","timestamp_updated","distance","course_id","course_name","num_holes","has_gps","zip_code","lat","lng"
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"03314152085305787970","Sunset + Sunset",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"03214152085305787970","Sunset + Midday",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"03114152085305787970","Sunset + Sunrise",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"02314152085305787970","Midday + Sunset",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"02214152085305787970","Midday + Midday",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"02114152085305787970","Midday + Sunrise",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"01314152085305787970","Sunrise + Sunset",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"01214152085305787970","Sunrise + Midday",18,True,"48890",NULL,NULL
"141520610930032000","Centennial Acres Golf Club","Sunfield","MI","USA","12485 Dow Rd","2023-01-20 11:03:29",NULL,"01114152085305787970","Sunrise + Sunrise",18,True,"48890",NULL,NULL
"141520610930127000","Centerview Golf Course","Adrian","MI","USA","5640 N Adrian Hwy","2022-11-15 05:02:49",NULL,"012141520853122401490","Centerview",18,True,"49221",NULL,NULL
"141520610930217000","Champion Hill Golf Club","Beulah","MI","USA","501 N Marshall Rd","2023-01-19 09:43:36",NULL,"012141520853162983292","Champion Hill",18,True,"49617",NULL,NULL
"141520610930312000","Chandler Park Golf Course","Detroit","MI","USA","12801 Chandler Park Dr","2023-01-23 17:34:44",NULL,"0121257660859357","18-hole course",18,True,"48213",NULL,NULL
"141520610930416000","Chardell Golf Course","Bath","MI","USA","4646 E Howe Rd","2023-01-17 11:42:13",NULL,"011141520853227086388","Chardell",9,True,"48808",NULL,NULL
"141520610930512000","Charlevoix Country Club","Charlevoix","MI","USA","9600 Clubhouse Dr","2023-01-20 09:16:39",NULL,"012141520853259289762","Charlevoix",18,True,"49720",NULL,NULL
"1468285073452470","Charlevoix Golf Club","Charlevoix","MI","USA","400 Fairway Drive","2023-01-21 14:15:01",NULL,"0111468285073451876","9-hole course",9,True,"49720",NULL,NULL
"141520610930601000","Chase Hammond Golf Course","Muskegon","MI","USA","2454 Putnam Rd","2022-11-19 05:19:59",NULL,"012141520853291478467","Chase Hammond",18,True,"49445",NULL,NULL
"141520610930686000","Cheboygan Golf & Country Club","Cheboygan","MI","USA","1431 Old Mackinaw Rd","2022-11-26 04:27:06",NULL,"012141520853323875780","Cheboygan",18,True,"49721",NULL,NULL
"141520610930781000","Chemung Hills Country Club","Howell","MI","USA","3125 Golf Club Rd","2022-11-26 10:49:49",NULL,"0121247848425659","18-hole course",18,True,"48843",NULL,NULL
"141520610930876000","Cherry Creek Golf Club","Shelby Township","MI","USA","52000 Cherry Creek Dr","2022-11-30 07:30:53",NULL,"012141520853388529319","18-hole course",18,True,"49455",NULL,NULL
"141520610930981000","Cherrywood Golf Club","Ottawa Lake","MI","USA","7910 Whiteford Center Rd","2023-02-22 03:56:16",NULL,"011141520853420753048","Cherrywood",9,True,"49267",NULL,NULL
"1497871892613790","Chestnut Hills","Bear Lake","MI","USA","7700 Glovers Lake Road","2022-12-01 06:43:33",NULL,"0121497871892610238","18-hole course",18,True,"49614",NULL,NULL
"141520610931175000","Chestnut Valley Golf Course","Harbor Springs","MI","USA","1875 Clubhouse Dr","2022-12-01 09:26:34",NULL,"012141520853550760250","18-hole course",18,True,"49740",NULL,NULL
"141520610931271000","Chickaming Country Club","Lakeside","MI","USA","15029 Lakeside Rd","2022-12-02 03:58:42",NULL,"012141520853583403790","Chickaming",18,True,"49116",NULL,NULL
"141520610931381000","Chisholm Hills Golf Club","Lansing","MI","USA","2395 S Washington Rd","2022-12-09 04:17:01",NULL,"012141520853615779133","Chisholm Hills",18,True,"48911",NULL,NULL
"141520610931480000","Chocolay Downs Golf Course","Marquette","MI","USA","125 Chocolay Downs Dr","2022-12-09 05:24:51",NULL,"012141520853647743175","Chocolay Downs",18,True,"49855",NULL,NULL
"141520610931686000","Clearbrook Golf Club","Saugatuck","MI","USA","6494 Clearbrook Dr","2022-12-19 07:05:28",NULL,"012141520853740765731","Clearbrook",18,True,"49453",NULL,NULL
"141520610931779000","Clio Country Club","Clio","MI","USA","13141 N Linden Rd","2022-12-27 07:28:30",NULL,"012141520853776362855","Clio",18,True,"48420",NULL,NULL
"141520610931874000","Concord Hills Golf Course","Concord","MI","USA","7331 Pulaski Rd","2023-05-05 06:20:23",NULL,"01214152085388418996","Concord Hills",18,True,"49237",NULL,NULL
